T	M_avg	M_err	E_avg	E_err	Cv	Cv_err	Chi	Chi_err
2.341	0.020332	0.006176	-20899.175781	7.379079	1.515523	0.041733	0.000001	0.000000
2.346	0.117539	0.004031	-20868.115234	7.116425	1.404409	0.040634	0.000000	0.000000
2.350	0.034745	0.004284	-20743.867188	6.730839	1.251765	0.035437	0.000000	0.000000
2.354	0.064340	0.004853	-20654.597656	6.840155	1.288053	0.037495	0.000001	0.000000
2.359	0.036135	0.003952	-20525.927734	7.373374	1.491264	0.043723	0.000000	0.000000
2.363	0.043084	0.002901	-20412.759766	6.779884	1.256289	0.034782	0.000000	0.000000
2.367	0.023912	0.005576	-20364.419922	6.804236	1.260753	0.034782	0.000001	0.000000
2.371	0.018978	0.004595	-20289.830078	6.795724	1.253059	0.033211	0.000000	0.000000
2.376	0.024585	0.004288	-20209.878906	6.664632	1.200837	0.033549	0.000000	0.000000
2.380	0.008697	0.004177	-20106.080078	6.567319	1.161829	0.032511	0.000000	0.000000
2.384	0.006427	0.003605	-19987.648438	6.950285	1.296608	0.037536	0.000000	0.000000
2.389	0.006688	0.003994	-19943.197266	6.388735	1.091625	0.031327	0.000000	0.000000
2.393	0.023279	0.003517	-19860.871094	6.639874	1.174914	0.032390	0.000000	0.000000
2.397	0.027049	0.003199	-19786.953125	6.553588	1.140488	0.032316	0.000000	0.000000
2.401	0.019218	0.002925	-19670.091797	6.197302	1.016216	0.028393	0.000000	0.000000
2.406	0.023568	0.003373	-19618.753906	6.193414	1.011328	0.028089	0.000000	0.000000
2.410	0.005407	0.002805	-19525.181641	6.636706	1.157154	0.032530	0.000000	0.000000
2.524	0.004223	0.001934	-17789.345703	5.841015	0.817458	0.023807	0.000000	0.000000
2.637	0.002772	0.001444	-16426.621094	5.523502	0.669394	0.018900	0.000000	0.000000
2.751	0.000493	0.001162	-15308.745117	5.196970	0.544665	0.016073	0.000000	0.000000
2.864	0.000755	0.001031	-14353.545898	5.025326	0.469695	0.013105	0.000000	0.000000
2.978	0.001742	0.000949	-13544.734375	4.879669	0.409726	0.011621	0.000000	0.000000
3.091	0.000672	0.000837	-12821.201172	4.800434	0.367928	0.010197	0.000000	0.000000
3.205	0.000279	0.000782	-12178.275391	4.687809	0.326440	0.009112	0.000000	0.000000
3.319	0.001246	0.000727	-11614.717773	4.629741	0.296983	0.008085	0.000000	0.000000
3.432	0.000818	0.000694	-11101.430664	4.478601	0.259821	0.007248	0.000000	0.000000
3.546	0.000484	0.000664	-10629.110352	4.448022	0.240130	0.006750	0.000000	0.000000
3.659	0.000909	0.000631	-10214.234375	4.444274	0.225076	0.006205	0.000000	0.000000
3.773	0.000273	0.000595	-9825.973633	4.345113	0.202386	0.005748	0.000000	0.000000
3.886	0.000084	0.000561	-9461.627930	4.262228	0.183524	0.005163	0.000000	0.000000
4.000	0.000079	0.000560	-9131.218750	4.259496	0.173028	0.004826	0.000000	0.000000
