T	M_avg	M_err	E_avg	E_err	Cv	Cv_err	Chi	Chi_err
2.200	0.786154	0.001705	-6340.782227	3.338474	1.405500	0.039170	0.000000	0.000000
2.204	0.788700	0.001351	-6324.076172	3.313334	1.379033	0.038977	0.000000	0.000000
2.209	0.785211	0.001384	-6303.899414	3.218938	1.296529	0.036649	0.000000	0.000000
2.213	0.762807	0.001792	-6244.019043	3.473653	1.503994	0.042597	0.000000	0.000000
2.217	0.771441	0.001331	-6244.645020	3.188244	1.262106	0.036920	0.000000	0.000000
2.221	0.767252	0.001589	-6231.584961	3.327388	1.369374	0.038178	0.000000	0.000000
2.226	0.757038	0.001672	-6190.051270	3.435766	1.454415	0.040958	0.000000	0.000000
2.230	0.735620	0.002258	-6144.310059	3.539863	1.537954	0.044947	0.000000	0.000000
2.234	0.692070	0.003923	-6083.460938	4.224807	2.182310	0.059438	0.000001	0.000000
2.239	0.709300	0.002761	-6080.219727	3.532943	1.520238	0.040767	0.000001	0.000000
2.243	0.710686	0.002500	-6050.181152	3.793052	1.745639	0.050853	0.000001	0.000000
2.247	0.711543	0.002013	-6025.107422	3.537482	1.512541	0.043239	0.000000	0.000000
2.251	0.667728	0.003877	-5968.247070	4.122057	2.045935	0.054923	0.000001	0.000000
2.256	0.673157	0.002846	-5952.509766	3.686994	1.630635	0.044774	0.000001	0.000000
2.260	0.688821	0.002848	-5965.661621	3.958451	1.872465	0.052121	0.000001	0.000000
2.264	0.655474	0.003487	-5898.274902	3.957390	1.864384	0.050312	0.000001	0.000000
2.269	0.645473	0.004305	-5866.955566	4.236570	2.128648	0.064757	0.000002	0.000000
2.273	0.632531	0.003748	-5833.803711	4.147589	2.032484	0.057144	0.000001	0.000000
2.277	0.599693	0.004134	-5783.474609	4.327568	2.204384	0.060409	0.000002	0.000000
2.281	0.150684	0.018757	-5719.649414	4.334710	2.203365	0.059929	0.000031	0.000000
2.286	0.345108	0.007345	-5593.557617	3.943291	1.816577	0.056070	0.000005	0.000000
2.290	0.543995	0.004763	-5671.466309	4.081563	1.938930	0.055753	0.000002	0.000000
2.294	0.044901	0.015900	-5583.773438	4.304692	2.148667	0.054737	0.000022	0.000000
2.299	0.447744	0.007585	-5565.013184	4.531276	2.371948	0.062746	0.000005	0.000000
2.303	0.050217	0.014740	-5506.034668	4.202332	2.032483	0.054449	0.000019	0.000000
2.307	0.456556	0.005948	-5546.511230	4.149271	1.974126	0.052944	0.000003	0.000000
2.311	0.034977	0.013662	-5432.574219	4.030927	1.856218	0.052817	0.000016	0.000000
2.316	0.002159	0.010868	-5354.664062	3.542168	1.428066	0.042536	0.000010	0.000000
2.320	0.364679	0.008207	-5423.972656	4.304684	2.101293	0.057547	0.000006	0.000000
2.324	0.256331	0.007617	-5336.277832	3.697527	1.544627	0.047398	0.000005	0.000000
2.329	0.182436	0.009806	-5303.415039	4.034248	1.832003	0.051209	0.000008	0.000000
2.333	0.097722	0.014118	-5356.671387	4.057179	1.846087	0.053218	0.000017	0.000000
2.337	0.166718	0.007152	-5234.746094	3.328799	1.238183	0.035376	0.000004	0.000000
2.341	0.055309	0.011589	-5256.958008	3.974460	1.758630	0.051606	0.000012	0.000000
2.346	0.088194	0.010677	-5235.421387	3.569209	1.413103	0.039030	0.000010	0.000000
2.350	0.109120	0.008618	-5202.609863	3.564427	1.404183	0.041679	0.000006	0.000000
2.354	0.156296	0.007731	-5187.445801	3.632894	1.453340	0.042251	0.000005	0.000000
2.359	0.089188	0.009347	-5161.952637	3.720631	1.518851	0.043899	0.000008	0.000000
2.363	0.038207	0.008826	-5112.164551	3.818483	1.593995	0.046743	0.000007	0.000000
2.367	0.019934	0.007554	-5085.777832	3.486007	1.323694	0.035802	0.000005	0.000000
2.371	0.000974	0.007474	-5068.276367	3.427665	1.275137	0.036414	0.000005	0.000000
2.376	0.036043	0.006992	-5044.974609	3.361145	1.221704	0.033809	0.000004	0.000000
2.380	0.024194	0.007681	-5043.395996	3.243208	1.133380	0.033611	0.000005	0.000000
2.384	0.034704	0.008222	-5001.028320	3.409897	1.248378	0.035456	0.000006	0.000000
2.389	0.026085	0.007174	-4984.210449	3.369087	1.214306	0.035111	0.000004	0.000000
2.393	0.022481	0.006438	-4964.452637	3.363123	1.205680	0.034807	0.000004	0.000000
2.397	0.028842	0.006988	-4953.350098	3.253657	1.124439	0.032247	0.000004	0.000000
2.401	0.028856	0.005907	-4913.837402	3.181756	1.071456	0.030179	0.000003	0.000000
2.406	0.085777	0.005246	-4900.307129	3.189210	1.072651	0.029608	0.000002	0.000000
2.410	0.017612	0.007171	-4909.834961	3.387284	1.205727	0.033742	0.000004	0.000000
2.524	0.010723	0.003653	-4454.090820	2.842834	0.774554	0.021682	0.000001	0.000000
2.637	0.006226	0.002939	-4108.388672	2.785462	0.680937	0.019186	0.000001	0.000000
2.751	0.000423	0.002238	-3825.307129	2.607935	0.548634	0.016296	0.000000	0.000000
2.864	0.004383	0.002167	-3589.242920	2.535469	0.478260	0.013793	0.000000	0.000000
2.978	0.001553	0.001816	-3381.207275	2.432510	0.407269	0.011756	0.000000	0.000000
3.091	0.000197	0.001686	-3207.274414	2.373166	0.359681	0.010181	0.000000	0.000000
3.205	0.002652	0.001620	-3044.767578	2.304499	0.315557	0.008941	0.000000	0.000000
3.319	0.000950	0.001506	-2903.475098	2.290143	0.290672	0.008129	0.000000	0.000000
3.432	0.000290	0.001361	-2777.180908	2.268767	0.266704	0.007292	0.000000	0.000000
3.546	0.000282	0.001303	-2659.642822	2.235381	0.242592	0.006812	0.000000	0.000000
3.659	0.000536	0.001239	-2551.303711	2.216217	0.223878	0.006514	0.000000	0.000000
3.773	0.000650	0.001207	-2456.709961	2.170519	0.202007	0.005660	0.000000	0.000000
3.886	0.000566	0.001167	-2366.587646	2.122646	0.182068	0.005154	0.000000	0.000000
4.000	0.000534	0.001067	-2283.354736	2.095412	0.167494	0.004693	0.000000	0.000000
