T	M_avg	M_err	E_avg	E_err	Cv	Cv_err	Chi	Chi_err
2.230	0.750356	0.000993	-24672.496094	7.029939	1.516399	0.042391	0.000000	0.000000
2.234	0.736135	0.001070	-24514.187500	7.213434	1.590474	0.044233	0.000000	0.000000
2.239	0.727232	0.001213	-24419.675781	7.223297	1.588726	0.045368	0.000000	0.000000
2.243	0.717665	0.001212	-24260.882812	7.290317	1.612166	0.044258	0.000000	0.000000
2.247	0.681022	0.001730	-24034.255859	7.885440	1.878930	0.051319	0.000000	0.000000
2.251	0.646612	0.002293	-23870.964844	7.589527	1.733936	0.049377	0.000000	0.000000
2.256	0.665516	0.002173	-23830.111328	8.041911	1.939414	0.056399	0.000000	0.000000
2.260	0.657674	0.001886	-23698.451172	8.140739	1.979843	0.054291	0.000000	0.000000
2.264	0.653290	0.002145	-23609.410156	8.407363	2.103668	0.060369	0.000000	0.000000
2.269	0.618880	0.002239	-23366.878906	8.862975	2.329025	0.063029	0.000000	0.000000
2.273	0.567043	0.002708	-23119.044922	8.585701	2.177345	0.060734	0.000000	0.000000
2.277	0.521424	0.003841	-22999.289062	9.271386	2.529466	0.070327	0.000000	0.000000
2.281	0.340674	0.005683	-22527.607422	9.096443	2.425769	0.063409	0.000001	0.000000
2.286	0.085951	0.005316	-22250.876953	7.561438	1.669879	0.045921	0.000001	0.000000
2.290	0.458034	0.003127	-22555.687500	8.385860	2.046183	0.056801	0.000000	0.000000
2.294	0.262396	0.006126	-22207.003906	7.963104	1.838188	0.052707	0.000001	0.000000
2.299	0.192834	0.004950	-21931.449219	8.163963	1.924891	0.052494	0.000001	0.000000
2.303	0.242551	0.004138	-21961.951172	8.064671	1.871369	0.057134	0.000000	0.000000
2.307	0.270399	0.006498	-21872.060547	7.898745	1.788493	0.050572	0.000001	0.000000
2.311	0.269415	0.006854	-21842.916016	8.379204	2.005232	0.063253	0.000001	0.000000
2.316	0.084094	0.006265	-21496.904297	7.392154	1.554863	0.044174	0.000001	0.000000
2.320	0.145871	0.004857	-21436.318359	7.199906	1.469595	0.040368	0.000001	0.000000
2.324	0.050217	0.005357	-21335.125000	6.790828	1.302526	0.036067	0.000001	0.000000
2.329	0.010687	0.004225	-21211.500000	7.068863	1.406177	0.038672	0.000000	0.000000
2.333	0.028526	0.006141	-21130.373047	6.982776	1.367099	0.038557	0.000001	0.000000
2.337	0.060945	0.006079	-21063.289062	7.057016	1.391207	0.039627	0.000001	0.000000
2.341	0.090399	0.003507	-20892.248047	7.023691	1.373058	0.039299	0.000000	0.000000
2.346	0.085950	0.004335	-20774.515625	6.985746	1.353304	0.038401	0.000000	0.000000
2.350	0.035998	0.004951	-20721.304688	6.837992	1.291938	0.036514	0.000001	0.000000
2.354	0.117625	0.004700	-20699.355469	7.061268	1.372673	0.040252	0.000000	0.000000
2.359	0.083846	0.003842	-20562.968750	6.817465	1.274876	0.036677	0.000000	0.000000
2.363	0.016119	0.003676	-20422.087891	6.667258	1.214898	0.034307	0.000000	0.000000
2.367	0.037463	0.002845	-20353.156250	6.771043	1.248482	0.034767	0.000000	0.000000
2.371	0.020390	0.003823	-20270.667969	6.935648	1.305191	0.035419	0.000000	0.000000
2.376	0.062052	0.002928	-20190.333984	6.572715	1.167942	0.032186	0.000000	0.000000
2.380	0.022410	0.003117	-20077.910156	6.566308	1.161472	0.034641	0.000000	0.000000
2.384	0.009950	0.003483	-20030.341797	6.748322	1.222348	0.033323	0.000000	0.000000
2.389	0.032495	0.003231	-19954.511719	6.628312	1.175031	0.033470	0.000000	0.000000
2.393	0.012058	0.003059	-19855.156250	6.466623	1.114401	0.031290	0.000000	0.000000
2.397	0.008077	0.003468	-19743.439453	6.256740	1.039509	0.029167	0.000000	0.000000
2.401	0.007161	0.003011	-19706.841797	6.352252	1.067668	0.030812	0.000000	0.000000
2.406	0.040292	0.003590	-19628.589844	6.470738	1.103925	0.031552	0.000000	0.000000
2.410	0.035457	0.003288	-19522.183594	6.243012	1.023940	0.028760	0.000000	0.000000
2.524	0.012574	0.001738	-17815.359375	5.843660	0.818199	0.023551	0.000000	0.000000
2.637	0.008605	0.001460	-16436.613281	5.513375	0.666942	0.018923	0.000000	0.000000
2.751	0.002197	0.001188	-15297.274414	5.112221	0.527046	0.015032	0.000000	0.000000
2.864	0.000349	0.001038	-14370.010742	5.033254	0.471178	0.013108	0.000000	0.000000
2.978	0.000106	0.000935	-13531.137695	4.867024	0.407605	0.011418	0.000000	0.000000
3.091	0.000739	0.000849	-12817.995117	4.684777	0.350412	0.009850	0.000000	0.000000
3.205	0.000734	0.000788	-12173.443359	4.727138	0.331941	0.009540	0.000000	0.000000
3.319	0.002258	0.000747	-11612.673828	4.592918	0.292277	0.008344	0.000000	0.000000
3.432	0.000571	0.000687	-11107.088867	4.472781	0.259146	0.007563	0.000000	0.000000
3.546	0.000031	0.000654	-10633.654297	4.430192	0.238209	0.006837	0.000000	0.000000
3.659	0.000418	0.000628	-10203.695312	4.338487	0.214488	0.006036	0.000000	0.000000
3.773	0.000564	0.000606	-9820.743164	4.306350	0.198792	0.005625	0.000000	0.000000
3.886	0.000365	0.000576	-9454.015625	4.269945	0.184189	0.005179	0.000000	0.000000
4.000	0.000145	0.000557	-9131.124023	4.198666	0.168121	0.004838	0.000000	0.000000
